cell,epoch,sweep,current,firing_rate,firing_duration,Rs,Rm,Vm,temperature,spike_width,spike_trough
01168501,6,4,22.474084854125977,0.0,,22.188656948718002,184.26781892776486,-85.07506105127092,27.600128173828125,,
01168501,6,5,28.377349853515625,0.0,,17.430422135542,216.90586209297177,-84.21032768470829,27.595054626464844,,
01168501,6,6,34.431121826171875,0.0,,24.087250126705037,198.8582909107208,-84.81878696406729,27.587745666503906,,
01168501,6,7,40.36018371582031,0.0,,23.549521822334807,187.5691711902618,-84.930750344447,27.58273696899414,,
01168501,6,8,46.391754150390625,0.0,,25.29817719047044,260.01799106597895,-82.61689239671418,27.585290908813477,,
01168501,6,9,52.46922302246094,1.0,0.9036400000000001,22.70775453333747,201.940044760704,-84.1484187082998,27.590442657470703,1.2,84.14
01168501,6,10,58.49214172363281,0.5,0.08142,23.628051046338797,206.411600112915,-84.69711025095813,27.598573684692383,1.22,80.2
01168501,6,11,64.41751098632812,1.5,0.43582,21.638436105501732,205.8562636375427,-85.31943339048632,27.571205139160156,1.2,39.38
01168501,6,12,70.24446105957031,1.5,0.5409200000000001,23.85244889330541,200.5292177200317,-85.1049241315382,27.585317611694336,1.2,53.68
01168501,6,13,76.39999389648438,1.5,0.3345600000000001,18.87797531288795,196.22611999511716,-85.07059130697803,27.602783203125,1.2,24.2
01168501,6,14,82.34414672851562,1.0,0.11248000000000002,20.273199813819986,174.80176687240598,-86.40443447725661,27.58799171447754,1.2,32.92
01168501,6,15,88.44229888916016,1.0,0.21406000000000003,22.239162023490707,186.0435903072357,-85.70153375545058,27.57051658630371,1.22,14.780000000000001
01168501,7,0,-1.5077075958251953,,,23.461496757185596,172.10811376571652,-86.09820840572097,27.572011947631836,,
01168501,7,1,5.367644309997559,0.0,,24.46227519896055,178.51169407367703,-85.86736050240157,27.56998062133789,,
01168501,7,2,12.409838676452637,0.0,,22.852762926836938,186.01313233375546,-85.87051211604506,27.571531295776367,,
01168501,7,3,19.441654205322266,0.0,,18.03082620202372,179.64461445808408,-85.53133722182898,27.594058990478516,,
01168501,7,4,26.445377349853516,0.0,,26.611367200310404,168.3874428272247,-85.91172560159681,27.574941635131836,,
01168501,7,5,33.460750579833984,0.0,,16.871167261423242,184.64997410774228,-86.25959857398922,27.546445846557617,,
01168501,7,6,40.36122512817383,0.0,,24.308883065008917,189.84332680702207,-85.84952875345135,27.5631103515625,,
01168501,7,7,47.491943359375,0.0,,26.33838635934105,172.57989943027493,-86.36087019555603,27.55075454711914,,
01168501,7,8,54.436561584472656,0.0,,24.33476467572968,182.3179721832275,-86.0583966500817,27.550371170043945,,
01168501,7,9,61.49104690551758,0.5,0.09734000000000001,22.016686227798175,179.42908406257627,-86.64961260651576,27.55843734741211,1.26,96.08
01168501,7,10,68.29364013671875,0.5,0.05828,19.31270886613053,184.64584648609159,-86.42215700516161,27.559640884399414,1.24,57.04
01168501,7,11,75.43253326416016,0.5,0.06744,18.750001786394986,172.76701331138608,-86.37552027688758,27.570985794067383,1.24,66.2
01168501,7,12,82.3517837524414,0.5,0.025,19.451221389216975,176.07322335243222,-86.40715188298019,27.557941436767578,1.24,23.76
01168501,7,13,89.44385528564453,0.5,0.01886,20.42683121444657,200.4456669092178,-86.03965424617131,27.525699615478516,1.24,17.62
01168501,7,14,96.28846740722656,1.0,0.16066,25.003766323812616,174.28863048553464,-87.35607721232965,27.49801254272461,1.28,17.400000000000002
01168501,7,15,103.39167022705078,1.5,0.2841000000000001,24.233131157317015,166.70554876327512,-87.13023346282687,27.487943649291992,1.26,12.1
01168501,8,0,-1.527533769607544,,,24.676304682486297,152.2853374481201,-87.93109665393044,27.295917510986328,,
01168501,8,1,7.445878982543945,0.0,,23.33612418040549,147.79981970787045,-87.94894473387313,27.286659240722656,,
01168501,8,2,16.494279861450195,0.0,,22.02300996160909,150.49318969249722,-88.09496408426904,27.261507034301758,,
01168501,8,3,25.473493576049805,0.0,,21.868923233471094,142.5754129886627,-87.91752161102158,27.269962310791016,,
01168501,8,4,34.462764739990234,0.0,,31.027423284223335,152.71924436092374,-88.07746975376195,27.270639419555664,,
01168501,8,5,43.47447967529297,0.0,,26.498589462907724,156.32010996341702,-87.89889562501713,27.26734733581543,,
01168501,8,6,52.50399398803711,0.0,,21.674911996896945,146.2873965501785,-88.47594318146807,27.271244049072266,,
01168501,8,7,61.50917053222656,0.0,,25.153376644303737,146.14339172840116,-88.34655249474426,27.239240646362305,,
01168501,8,8,70.2583236694336,0.0,,28.874725580760497,148.59545230865476,-88.3439509965988,27.26930046081543,,
01168501,8,9,79.4366455078125,0.0,,25.784781154630483,161.4350080490112,-88.49131072391151,27.23298454284668,,
01168501,8,10,88.46968078613281,0.0,,25.61164051584284,155.8323800563812,-88.39346497120495,27.22877311706543,,
01168501,8,11,97.26229858398438,0.0,,19.866310047454014,157.88733959197995,-88.16729123397182,27.23889923095703,,
01168501,8,12,106.38689422607422,0.0,,18.494358697229988,90.02994000911711,-88.5781963503205,27.26552391052246,,
01168501,8,13,115.49703216552734,0.5,0.00622,18.251535491903326,194.5695877075195,-88.25028775327087,27.233816146850586,1.3,4.92
01168501,8,14,124.28031921386719,4.5,1.48904,21.38529327805469,119.0323382616043,-89.9485798478585,27.256254196166992,1.44,9.14
01168501,8,15,133.44190979003906,1.5,1.9026200000000004,21.798663538158404,122.97527492046355,-89.27111237976287,27.263118743896484,1.32,54.32
01168501,9,0,-1.5183908939361572,,,25.00753025106241,140.02412557601926,-88.62797002266416,27.316190719604492,,
01168501,9,1,7.444419860839844,0.0,,32.66871478802864,151.48085355758664,-88.14927520698558,27.34685707092285,,
01168501,9,2,16.505529403686523,0.0,,29.842652267040112,129.8866271972656,-88.73890724483908,27.35285186767578,,
01168501,9,3,25.483280181884766,0.0,,28.50437155746504,145.87989449501035,-88.27139672082409,27.367156982421875,,
01168501,9,4,34.44103240966797,0.0,,25.530305455163344,146.06033265590665,-88.14734016840823,27.38336753845215,,
01168501,9,5,43.44795227050781,0.0,,18.461715022187835,146.6477811336517,-88.13926788383948,27.4110107421875,,
01168501,9,6,52.49345779418945,0.0,,19.848710535620814,152.50131487846372,-87.50939013493813,27.4377384185791,,
01168501,9,7,61.50312805175781,0.0,,19.245231915912907,153.70446443557736,-88.11144079141262,27.415971755981445,,
01168501,9,8,70.25154876708984,0.0,,25.914636615342662,139.90297913551328,-88.612890743094,27.414222717285156,,
01168501,9,9,79.43464660644531,0.0,,23.18274993257437,135.4018151760101,-88.89760265992382,27.40123748779297,,
01168501,9,10,88.45258331298828,0.0,,25.53965253540073,128.59266996383664,-88.9200902242713,27.410526275634766,,
01168501,9,11,97.25447845458984,0.0,,21.824690685709587,127.25079059600829,-88.77000329024104,27.365291595458984,,
01168501,9,12,106.40258026123047,0.0,,19.93865221804565,138.37516307830808,-88.774256502411,27.382850646972656,,
01168501,9,13,115.50247192382812,0.0,,26.388891434113752,139.1225755214691,-88.76064118632686,27.371196746826172,,
01168501,9,14,124.31037139892578,0.0,,22.150271007795176,142.66988635063169,-88.83059067144424,27.372163772583008,,
01168501,9,15,133.43524169921875,0.0,,20.42759071751803,128.80557775497434,-89.07778694334395,27.387847900390625,,
01168501,10,0,-1.4860872030258179,,,25.38250279982676,129.89979982376096,-89.22959884142806,27.389720916748047,,
01168501,10,1,10.483036994934082,0.0,,23.542947049473497,130.85001707077024,-89.10726527922948,27.389469146728516,,
01168501,10,2,22.483400344848633,0.0,,24.77742268875834,131.79534673690793,-88.9584025973907,27.4105281829834,,
01168501,10,3,34.46004104614258,0.0,,25.762197576428882,131.68963789939878,-88.95582197108041,27.39911651611328,,
01168501,10,4,46.42180252075195,0.0,,22.2864449132312,137.13051378726956,-89.15214581046284,27.370258331298828,,
01168501,10,5,58.504886627197266,0.0,,20.290422878004136,132.01206922531125,-89.35333025390563,27.36803436279297,,
01168501,10,6,70.26043701171875,0.0,,27.591466043394245,126.45606696605681,-89.54858823796081,27.379947662353516,,
01168501,10,7,82.37615966796875,0.0,,31.250002977324975,136.26149296760556,-88.96403248695692,27.415443420410156,,
01168501,10,8,94.35090637207031,0.0,,33.0306405952013,125.39738416671752,-89.25333652674057,27.45928382873535,,
01168501,10,9,106.40261840820312,0.0,,26.551844957939583,135.41887700557706,-89.18132819615289,27.461332321166992,,
01168501,10,10,118.4279556274414,0.0,,23.323172968511237,130.40235638618466,-89.38077389588017,27.478649139404297,,
01168501,10,11,130.41554260253906,0.0,,24.550104589278863,131.526306271553,-89.55991091928236,27.4863338470459,,
01168501,10,12,142.5220489501953,0.0,,19.40846964098614,126.24484300613402,-89.61528277221899,27.488195419311523,,
01168501,10,13,154.55630493164062,0.0,,27.453990361770547,126.6111135482788,-89.79650936073988,27.462108612060547,,
01168501,10,14,166.2677001953125,0.0,,24.165745089344135,129.5942664146423,-89.88439816918658,27.446027755737305,,
01168501,10,15,178.3734588623047,0.5,0.09838000000000001,26.23268845324734,117.70175397396086,-90.2103305468224,27.439281463623047,1.26,97.12
01168501,11,0,-1.4875373840332031,,,26.299007451144124,114.91277068853377,-90.50189501928297,27.49180793762207,,
01168501,11,1,18.453960418701172,0.0,,26.539448494699798,104.52298820018767,-90.712753917536,27.506580352783203,,
01168501,11,2,38.41374969482422,0.0,,27.968625615389502,98.43543171882628,-90.17198293362962,27.506214141845703,,
01168501,11,3,58.50019454956055,0.0,,23.619634165992537,111.9902580976486,-90.29579821310749,27.503952026367188,,
01168501,11,4,78.45149230957031,0.0,,22.634682298412805,127.35381722450255,-90.05253449264123,27.49986457824707,,
01168501,11,5,98.23655700683594,0.0,,25.073883886329842,111.81624233722685,-90.61316627556141,27.486614227294922,,
01168501,11,6,118.44696807861328,0.0,,30.092595495042,106.30244016647337,-90.81711087160546,27.48219871520996,,
01168501,11,7,138.33314514160156,0.0,,25.69302678323185,113.96843940019606,-90.27629398005948,27.486040115356445,,
01168501,11,8,158.40838623046875,0.0,,24.550213134321066,132.71319866180417,-89.41942433423345,27.52526092529297,,
01168501,11,9,178.3709716796875,0.0,,24.69512430403242,122.19779193401335,-90.06689100127089,27.526744842529297,,
01168501,11,10,198.3987274169922,0.0,,24.691360406188306,113.56357485055922,-90.63991934496863,27.5059814453125,,
01168501,11,11,218.32272338867188,0.0,,25.52106672465733,112.7416044473648,-91.16941145576948,27.468416213989258,,
01168501,11,12,238.43653869628906,0.0,,23.921619500678954,87.81523257493971,-91.19151970077698,27.471540451049805,,
01168501,11,13,258.2077941894531,0.5,0.09442,23.38010525456681,106.4828187227249,-91.25591020028796,27.45249366760254,1.26,93.16
01168501,11,14,278.31658935546875,0.5,0.0159,28.237047109477835,118.21356415748595,-90.95369592696554,27.465824127197266,1.26,14.64
01168501,11,15,298.06866455078125,0.5,0.06988000000000001,26.912504442468602,111.02216690778731,-91.0778479633859,27.456716537475586,1.26,68.62
01168501,12,0,-1.4776406288146973,,,33.48328166735594,109.51603949069975,-90.52761286831287,27.515304565429688,,
01168501,12,1,38.44225311279297,0.0,,25.350731937248028,113.01459372043608,-90.47466626801418,27.504608154296875,,
01168501,12,2,78.47102355957031,0.0,,28.59147299056024,109.7036451101303,-90.53709239746769,27.518230438232422,,
01168501,12,3,118.4461669921875,0.0,,32.12121519222132,121.81060016155241,-90.34720344150053,27.51460838317871,,
01168501,12,4,158.43942260742188,0.0,,26.993867618277186,119.27120387554167,-90.8663010476043,27.479719161987305,,
01168501,12,5,198.4051055908203,0.0,,28.364953034415368,114.37655240297316,-91.11223789455751,27.469024658203125,,
01168501,12,6,238.4268341064453,0.5,0.03344,27.090524820301773,110.87500303983687,-91.02474683334384,27.45085906982422,1.26,32.18
01168501,12,7,278.3183288574219,0.5,0.02384,31.968243367391537,116.01251363754271,-90.96741289327771,27.45340347290039,1.28,22.56
01168501,12,8,317.93475341796875,1.0,0.09004000000000001,31.64559632013452,108.784943819046,-91.10043483473696,27.469951629638672,1.4000000000000001,69.42
01168501,12,9,357.9057312011719,1.0,0.21674000000000004,23.287415659638203,100.31573474407195,-91.0511636047087,27.520030975341797,1.3,7.88
01168501,12,10,397.93804931640625,0.5,0.00464,27.403000887926094,109.9678874015808,-90.56856974278604,27.5634708404541,1.3,3.34
01168501,12,11,437.89117431640625,1.5,0.10478000000000001,29.27017744977357,107.53288865089415,-90.61897432632318,27.57950210571289,1.32,2.98
01168501,12,12,477.6465148925781,1.0,0.018940000000000012,31.157786789110723,106.11210018396376,-90.7547761721676,27.57675552368164,1.34,3.74
01168501,12,13,517.6170043945312,1.5,0.04002,28.67359503949272,103.95811498165129,-90.97793289570379,27.562889099121094,1.3,2.88
01168501,12,14,557.6127319335938,1.5,0.15788000000000002,27.213807314414144,99.77437555789946,-91.08136608543731,27.542238235473633,1.3,2.88
01168501,12,15,597.4835815429688,1.0,0.014839999999999992,30.434500889080333,97.7632626891136,-91.05426759678366,27.53939437866211,1.3,3.0
03302501,3,0,-1.5467945337295532,,,14.314621807500522,250.84847211837766,-88.10583560676889,29.50723648071289,,
03302501,3,1,9.44363784790039,0.0,,11.993487481469197,251.42323970794675,-88.1052813942217,29.55863380432129,,
03302501,3,2,20.47577667236328,0.0,,15.95092177443652,241.0347759723663,-88.68088631360975,29.54583740234375,,
03302501,3,3,31.351545333862305,0.0,,13.297734324357812,228.78143191337583,-88.33406144713531,29.52530288696289,,
03302501,3,4,42.2632942199707,0.0,,15.89786908354549,236.43410205841062,-88.5833302486412,29.516359329223633,,
03302501,3,5,53.40156173706055,1.5,1.0722800000000001,16.6729029855598,246.65790796279904,-88.92796798284725,29.535600662231445,1.46,4.34
03302501,3,6,64.34829711914062,6.0,1.8017200000000002,12.553263014468275,261.56541705131525,-86.43305403450634,29.429006576538086,1.48,3.8200000000000003
03302501,3,7,75.35887908935547,6.5,1.7566600000000003,12.231596260878689,199.2177367210388,-89.17893130706015,29.382667541503906,1.5,4.1
03302501,3,8,86.33084106445312,9.5,1.86362,13.691018509394643,310.5406761169433,-86.14333733710902,29.284210205078125,1.52,4.1
03302501,3,9,97.18828582763672,10.5,1.8821600000000003,12.803031522745457,260.3847980499267,-87.86216942289039,29.27100372314453,1.48,4.0
03302501,3,10,108.284423828125,12.0,1.8792000000000002,13.499323787533017,221.28225862979886,-88.49909557299459,29.220354080200195,1.5,3.86
03302501,3,11,119.40003967285156,13.5,1.9269200000000002,11.271612896849351,241.07870459556577,-87.30716607466351,29.24545669555664,1.48,3.86
03302501,3,12,130.33152770996094,15.0,1.9519200000000003,20.033108304084347,264.61544632911676,-86.94751601166719,29.185020446777344,1.48,4.36
03302501,3,13,141.4616241455078,15.5,1.8925400000000001,11.28507402743817,240.58482050895688,-87.23137871034939,29.13460350036621,1.48,3.88
03302501,3,14,152.2554931640625,15.5,1.84824,14.831651249152243,264.9823427200317,-86.3813521416547,29.116844177246094,1.46,4.16
03302501,3,15,163.24607849121094,13.5,1.8899400000000002,13.478622187659155,251.93935632705686,-86.69429686567311,29.01276969909668,1.48,3.64
03302501,3,16,174.30831909179688,10.5,1.9121400000000002,14.122253688562415,258.78927111625666,-86.6447381779588,29.034473419189453,1.52,4.0
03302501,3,17,185.39381408691406,3.5,1.73998,14.37149407821171,273.9282846450805,-86.08181656150906,29.023649215698242,1.48,3.98
03302501,3,18,196.3267059326172,3.5,1.86612,14.304515500719125,269.5271968841552,-86.46544311154847,28.95163917541504,1.5,3.96
03302501,3,19,207.32281494140625,3.5,1.7611,12.46497128145324,260.9834671020507,-85.16206506622689,28.96074676513672,1.48,3.88
03302501,4,0,-1.5528326034545898,,,19.271848318432784,360.5586886405944,-86.79321229582133,29.093059539794922,,
03302501,4,1,9.45003604888916,0.0,,11.432927918533528,353.36500406265253,-86.32372009756016,29.149709701538086,,
03302501,4,2,20.480792999267578,0.0,,11.638061938944412,375.0715851783752,-85.1251571243389,29.17560386657715,,
03302501,4,3,31.34849739074707,1.5,1.40014,13.104667542951029,377.308040857315,-85.59371586052977,29.261310577392578,1.62,99.04
03302501,4,4,42.26165771484375,3.5,1.6596600000000001,7.71062833913059,339.9523198604583,-85.8419799165907,29.261154174804688,1.8,99.9
03302501,4,5,53.393943786621094,5.5,1.7389000000000001,13.567074463326454,351.2641787528991,-85.33411600031314,29.317153930664062,1.48,4.84
03302501,4,6,64.35346221923828,7.5,1.9105000000000003,12.253087592802707,315.6611621379852,-85.61746481998178,29.343347549438477,1.46,4.7
03302501,4,7,75.36027526855469,9.0,1.8975000000000002,12.73006256998299,299.02303218841547,-85.91831344141822,29.354427337646484,1.44,4.7
03302501,4,8,86.33296966552734,10.5,1.89308,12.957318307671331,285.0279211997985,-85.40986018353425,29.417627334594727,1.42,4.5600000000000005
03302501,4,9,97.18445587158203,12.0,1.8974000000000004,10.43360533663334,287.97015547752375,-83.9921351792387,29.501070022583008,1.44,4.04
03302501,4,10,108.2911376953125,13.5,1.93982,10.429448852516185,216.01846814155576,-83.9405273439332,29.612533569335938,1.42,4.88
03302501,4,11,119.40235137939453,14.0,1.89186,10.852975223252622,266.60448312759394,-85.03415766225532,29.610809326171875,1.44,4.32
03302501,4,12,130.3376007080078,15.0,1.9446600000000003,9.691927009294838,280.0718545913696,-83.62601852411593,29.637126922607422,1.42,4.0
03302501,4,13,141.46725463867188,15.5,1.90318,12.38964655329651,250.47230720520017,-83.67688038379649,29.64397621154785,1.4000000000000001,4.14
03302501,4,14,152.26556396484375,17.0,1.96768,11.656442835165148,273.3387351036071,-83.6732741763342,29.64504051208496,1.42,3.5
03302501,4,15,163.2605438232422,17.0,1.92856,14.287609310185482,256.5577626228332,-84.18728961107139,29.670446395874023,1.44,4.08
03302501,4,16,174.32847595214844,18.5,1.97448,12.73524662933922,242.78381466865537,-84.21589578278044,29.650390625,1.44,3.8200000000000003
03302501,4,17,185.4232940673828,18.5,1.9161400000000002,10.442547586201309,220.72057425975797,-84.90983453564199,29.504302978515625,1.4000000000000001,3.68
03302501,4,18,196.3502960205078,19.5,1.97738,12.303076241254109,244.811475276947,-84.61170186862148,29.5871639251709,1.42,3.52
03302501,4,19,207.33367919921875,20.0,1.9379800000000003,14.481708696809136,227.28192806243894,-84.91574366140452,29.5703125,1.42,3.68
03302501,5,0,-1.5760340690612793,,,8.935200072633338,346.0951745510101,-72.10596702920544,29.545616149902344,,
03302501,5,1,6.288537502288818,0.0,,10.639321040244164,368.92724037170404,-74.11493745600328,29.575000762939453,,
03302501,5,2,14.333044052124023,0.0,,15.184050535280916,336.7198705673217,-76.95680173982153,29.513334274291992,,
03302501,5,3,22.40460968017578,1.0,0.9763600000000001,19.93865221804565,201.17437839508054,-79.92420711448332,29.517229080200195,1.48,98.42
03302501,5,4,30.377588272094727,2.5,1.56492,21.492022537920974,466.6562676429748,-73.96734234609279,29.47292709350586,1.6600000000000001,99.16
03302501,5,5,38.34674835205078,3.5,1.6360400000000002,15.118318723287535,312.8440976142883,-77.27361242943327,29.477846145629883,1.74,80.16
03302501,5,6,46.33195495605469,5.0,1.70064,12.039402144599336,353.86270284652704,-77.77535288001043,29.47640609741211,1.6600000000000001,30.34
03302501,5,7,54.354000091552734,6.0,1.7818400000000003,14.043211231019601,361.8615269660949,-77.35305545169437,29.470653533935547,2.0,71.68
03302501,5,8,62.360286712646484,7.5,1.81194,16.104296022267636,290.5628383159637,-76.86468345736056,29.46843719482422,2.06,51.74
03302501,5,9,70.17449188232422,8.5,1.9129800000000001,17.583738310651253,310.0759387016296,-78.20659256978539,29.459896087646484,1.92,50.56
03302501,5,10,78.3850326538086,9.5,1.8682,12.544891218962311,300.0472486019134,-77.66646604696442,29.415306091308594,1.44,13.18
03302501,5,11,86.32624053955078,11.0,1.9119000000000002,16.962817720709918,268.3522701263427,-76.47828375450982,29.384506225585938,1.44,4.92
03302501,5,12,94.26050567626953,11.5,1.9244000000000003,19.62511479845768,76.33067667484282,-79.1652231320308,29.380033493041992,1.42,5.12
03302501,5,13,102.32705688476562,13.0,1.9191400000000003,20.86344674601689,292.8152680397033,-75.97850610362525,29.363309860229492,1.48,5.28
03302501,5,14,110.2580337524414,13.0,1.94494,15.215293440630283,334.46270227432245,-78.60674877454397,29.36614418029785,1.44,3.5
03302501,5,15,118.35304260253906,14.5,1.9621400000000002,18.98696978526292,245.28250098228452,-77.33810182183437,29.34607696533203,1.48,4.24
03302501,5,16,126.32845306396484,15.0,1.9384000000000003,19.076158768219877,202.36335694789884,-76.68143713637008,29.2825870513916,1.44,4.38
03302501,5,17,134.3380584716797,15.5,1.9605600000000003,16.31636906196727,270.7258462905883,-77.0719238773012,29.2667293548584,1.46,4.32
03302501,5,18,142.44068908691406,15.0,1.91352,16.3109771637745,338.54871988296503,-78.46062768424586,29.243370056152344,1.42,4.38
03302501,5,19,150.3151397705078,15.5,1.9270600000000002,13.077521518070164,203.77731323242185,-82.10022802620233,29.217082977294922,1.46,4.0600000000000005
03302501,6,0,-1.5691850185394287,,,16.55561988114755,267.90946722030634,-79.89314716622704,29.1049861907959,,
03302501,6,1,6.287161350250244,0.0,,9.314929314403622,313.8343393802642,-79.013910952154,29.076852798461914,,
03302501,6,2,14.319960594177246,0.0,,14.642128185198116,305.62654137611383,-80.58912222442468,29.040212631225586,,
03302501,6,3,22.398359298706055,0.5,0.09982,15.206264633582945,329.7849893569946,-78.88737502532112,29.02109718322754,1.4000000000000001,98.42
03302501,6,4,30.381061553955078,2.5,1.72472,21.072864254147106,306.20193481445307,-78.27111747196841,29.013160705566406,1.74,99.96000000000001
